StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,18.773570499994094,None,space,434.637075799983,18.773570499994094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
,,,,,,,,,,,,,,453.4389607000048,None,space,10.795704299991485,453.4389607000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
0,0,0,0,,,,,,,,,,,,,,,,,469.01891949999845,None,materials/speakPic.jpg,tough,B_aloud,0,333,465.3743556999834,None,465.3743556999834,None,466.2693762999843,None,466.51801939998404,None,466.51801939998404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
1,0,1,0,,,,,,,,,,,,,,,,,473.28501359999063,None,materials/singPic.jpg,bucket,C_sing,1,33,469.5878326999955,None,469.5878326999955,None,470.5356727000035,None,470.7923283999844,None,470.7923283999844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
2,0,2,0,,,,,,,,,,,,,,,,,477.55238629999803,None,materials/singPic.jpg,fight,C_sing,2,127,473.8374230999907,None,473.8374230999907,None,474.80147969999234,None,475.05709580000257,None,475.05709580000257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
3,0,3,0,,,,,,,,,,,,,,,,,481.8194064999989,None,materials/readPic.jpg,watch,A_silent,3,351,478.10099420000915,None,478.10099420000915,None,479.06873719999567,None,479.31954989998485,None,479.31954989998485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
4,0,4,0,,,,,,,,,,,,,,,,,486.08583799999906,None,materials/readPic.jpg,surprise,A_silent,4,317,482.3621438999835,None,482.3621438999835,None,483.33562410000013,None,483.58573819999583,None,483.58573819999583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
5,0,5,0,,,,,,,,,,,,,,,,,490.352756200009,None,materials/singPic.jpg,symbol,C_sing,5,321,486.6663941000006,None,486.6663941000006,None,487.60252849999233,None,487.86790769998333,None,487.86790769998333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
6,0,6,0,,,,,,,,,,,,,,,,,494.6210560000036,None,materials/singPic.jpg,trend,C_sing,6,340,490.9185647999984,None,490.9185647999984,None,491.87163310000324,None,492.12762019998627,None,492.12762019998627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
7,0,7,0,,,,,,,,,,,,,,,,,498.8882082999917,None,materials/singPic.jpg,youth,C_sing,7,359,495.22518340000533,None,495.22518340000533,None,496.1405759000045,None,496.3867261999985,None,496.3867261999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
8,0,8,0,,,,,,,,,,,,,,,,,503.15496939999866,None,materials/singPic.jpg,generation,C_sing,8,136,499.49898509998457,None,499.49898509998457,None,500.4049117999966,None,500.66718289998244,None,500.66718289998244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
9,0,9,0,,,,,,,,,,,,,,,,,507.4204385000048,None,materials/readPic.jpg,center,A_silent,9,44,503.7553934000025,None,503.7553934000025,None,504.6710260999971,None,504.93056700000307,None,504.93056700000307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
10,0,10,0,,,,,,,,,,,,,,,,,511.6881609999982,None,materials/singPic.jpg,company,C_sing,10,64,507.9822244999814,None,507.9822244999814,None,508.93892990000313,None,509.1877974999952,None,509.1877974999952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
11,0,11,0,,,,,,,,,,,,,,,,,515.9559054999845,None,materials/singPic.jpg,error,C_sing,11,117,512.2788290999888,None,512.2788290999888,None,513.2059962000058,None,513.4640537000087,None,513.4640537000087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
12,0,12,0,,,,,,,,,,,,,,,,,520.2227095999988,None,materials/singPic.jpg,minute,C_sing,12,192,516.5746971000044,None,516.5746971000044,None,517.4752489000093,None,517.7272962999996,None,517.7272962999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
13,0,13,0,,,,,,,,,,,,,,,,,524.4891037000052,None,materials/readPic.jpg,crowd,A_silent,13,81,520.7950977,None,520.7950977,None,521.7391179999977,None,522.0026203999878,None,522.0026203999878,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
14,0,14,0,,,,,,,,,,,,,,,,,528.7556960000074,None,materials/readPic.jpg,community,A_silent,14,63,525.0283746999921,None,525.0283746999921,None,526.0058563000057,None,526.2638029000082,None,526.2638029000082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
15,0,15,0,,,,,,,,,,,,,,,,,533.0239739000099,None,materials/speakPic.jpg,light,B_aloud,15,171,529.326059199986,None,529.326059199986,None,530.27426559999,None,530.5332871999999,None,530.5332871999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
16,0,16,0,,,,,,,,,,,,,,,,,537.2890703000012,None,materials/singPic.jpg,accident,C_sing,16,0,533.6380593999929,None,533.6380593999929,None,534.5414081999916,None,534.7890556000057,None,534.7890556000057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
17,0,17,0,,,,,,,,,,,,,,,,,541.5576116000011,None,materials/readPic.jpg,little,A_silent,17,174,537.9234548999812,None,537.9234548999812,None,538.8078161999874,None,539.0639892999898,None,539.0639892999898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
18,0,18,0,,,,,,,,,,,,,,,,,545.823914699984,None,materials/readPic.jpg,running,A_silent,18,268,542.1643794999982,None,542.1643794999982,None,543.0730819999881,None,543.3302286999824,None,543.3302286999824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing35,001,2019_Nov_14_1504,ProdFawcett_Revision2019,3.2.3,59.58967740359094,
