StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.388859700062312,None,space,1665.5817459999816,14.388859700062312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
,,,,,,,,,,,,,,1679.9995284000179,None,space,5.874646999989636,1679.9995284000179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
0,0,0,0,,,,,,,,,,,,,,,,,1690.664328700048,None,materials/singPic.jpg,people,C_sing,0,216,1687.0085440000985,None,1687.0085440000985,None,1687.9150965000736,None,1688.1721828000154,None,1688.1721828000154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
1,0,1,0,,,,,,,,,,,,,,,,,1694.9312374000438,None,materials/singPic.jpg,working,C_sing,1,357,1691.2503074000124,None,1691.2503074000124,None,1692.1818649000488,None,1692.4430332001066,None,1692.4430332001066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
2,0,2,0,,,,,,,,,,,,,,,,,1699.1981533000944,None,materials/singPic.jpg,graduate,C_sing,2,141,1695.51882690005,None,1695.51882690005,None,1696.448319700081,None,1696.7106257000705,None,1696.7106257000705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
3,0,3,0,,,,,,,,,,,,,,,,,1703.4651999000926,None,materials/readPic.jpg,colonel,A_silent,3,55,1699.7780620000558,None,1699.7780620000558,None,1700.7139714000514,None,1700.9729797000764,None,1700.9729797000764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
4,0,4,0,,,,,,,,,,,,,,,,,1707.73212410009,None,materials/speakPic.jpg,accident,B_aloud,4,0,1704.0307567000855,None,1704.0307567000855,None,1704.9822810000041,None,1705.2397933000466,None,1705.2397933000466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
5,0,5,0,,,,,,,,,,,,,,,,,1711.998309000046,None,materials/singPic.jpg,tough,C_sing,5,333,1708.3129333000397,None,1708.3129333000397,None,1709.2479346001055,None,1709.5079430000624,None,1709.5079430000624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
6,0,6,0,,,,,,,,,,,,,,,,,1716.265985700069,None,materials/singPic.jpg,welcome,C_sing,6,354,1712.5867303000996,None,1712.5867303000996,None,1713.5162902000593,None,1713.7771457000636,None,1713.7771457000636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
7,0,7,0,,,,,,,,,,,,,,,,,1720.5331745001022,None,materials/readPic.jpg,majority,A_silent,7,176,1716.8509917000774,None,1716.8509917000774,None,1717.7833089000778,None,1718.05015860009,None,1718.05015860009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
8,0,8,0,,,,,,,,,,,,,,,,,1724.7999168999959,None,materials/singPic.jpg,produce,C_sing,8,239,1721.1191590999952,None,1721.1191590999952,None,1722.0500079001067,None,1722.298873700085,None,1722.298873700085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
9,0,9,0,,,,,,,,,,,,,,,,,1729.066977800103,None,materials/readPic.jpg,scene,A_silent,9,273,1725.3828678000718,None,1725.3828678000718,None,1726.3173457999947,None,1726.5736489000265,None,1726.5736489000265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
10,0,10,0,,,,,,,,,,,,,,,,,1733.333765999996,None,materials/readPic.jpg,industry,A_silent,10,161,1729.6498477000277,None,1729.6498477000277,None,1730.5840133000165,None,1730.8406118000858,None,1730.8406118000858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
11,0,11,0,,,,,,,,,,,,,,,,,1737.600824900088,None,materials/speakPic.jpg,budget,B_aloud,11,34,1733.9077929001069,None,1733.9077929001069,None,1734.8511868000496,None,1735.113292700029,None,1735.113292700029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
12,0,12,0,,,,,,,,,,,,,,,,,1741.86761210009,None,materials/speakPic.jpg,research,B_aloud,12,261,1738.1745807999978,None,1738.1745807999978,None,1739.1190193000948,None,1739.3759630999994,None,1739.3759630999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
13,0,13,0,,,,,,,,,,,,,,,,,1746.1348149999976,None,materials/speakPic.jpg,whole,B_aloud,13,355,1742.4316026000306,None,1742.4316026000306,None,1743.3852996000787,None,1743.6513412001077,None,1743.6513412001077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
14,0,14,0,,,,,,,,,,,,,,,,,1750.40157430002,None,materials/speakPic.jpg,resistance,B_aloud,14,262,1746.6958248000592,None,1746.6958248000592,None,1747.6517412000103,None,1747.912469800096,None,1747.912469800096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
15,0,15,0,,,,,,,,,,,,,,,,,1754.6685354000656,None,materials/speakPic.jpg,goose,B_aloud,15,138,1751.0015209000558,None,1751.0015209000558,None,1751.9189074001042,None,1752.1782945001032,None,1752.1782945001032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
16,0,16,0,,,,,,,,,,,,,,,,,1758.9355974000646,None,materials/singPic.jpg,literature,C_sing,16,173,1755.259043600061,None,1755.259043600061,None,1756.1862440000987,None,1756.4440298000118,None,1756.4440298000118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
17,0,17,0,,,,,,,,,,,,,,,,,1763.2019263000693,None,materials/readPic.jpg,appearance,A_silent,17,10,1759.5107001001015,None,1759.5107001001015,None,1760.4531440000283,None,1760.710900700069,None,1760.710900700069,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
18,0,18,0,,,,,,,,,,,,,,,,,1767.469431500067,None,materials/readPic.jpg,length,A_silent,18,169,1763.7767959000776,None,1763.7767959000776,None,1764.719508200069,None,1764.9830438001081,None,1764.9830438001081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
19,0,19,0,,,,,,,,,,,,,,,,,1771.7367034000345,None,materials/readPic.jpg,course,A_silent,19,74,1768.0508999000303,None,1768.0508999000303,None,1768.9873624000465,None,1769.2383329001023,None,1769.2383329001023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
20,0,20,0,,,,,,,,,,,,,,,,,1776.00309620006,None,materials/readPic.jpg,capital,A_silent,20,40,1772.3102232000092,None,1772.3102232000092,None,1773.2536046000896,None,1773.5113017000258,None,1773.5113017000258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing15,001,2019_Oct_31_1615,ProdFawcett_Revision2019,3.2.3,59.97681294116825,
